,dataset_name,model_name,batch_size,weight_decay,learning_rate,fix_noiselevel,init_noiselevel,dropout_prob
1445,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.1
1446,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.05
1447,wine-quality-red,fixnoiseFCN,32,0.001,0.002,0.1,0.01,0.01
1448,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.01
1449,kin8nm,dropoutFCN,32,0.1,0.002,0.01,0.01,0.01
1450,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.005
1451,power-plant,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.05
1452,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.001
1453,energy,fixnoiseFCN,32,0.01,0.002,0.005,0.01,0.01
1454,kin8nm,dropoutFCN,32,0.1,0.002,0.01,0.01,0.005
1455,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.2
1456,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.1
1457,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.05
1458,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.01
1459,bostonHousing,noisyFCN,32,1e-09,0.0001,0.01,0.001,0.01
1460,wine-quality-red,fixnoiseFCN,32,0.0001,0.0001,0.001,0.01,0.01
1461,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.005
1462,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.001
1463,bostonHousing,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.2
1464,bostonHousing,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.1
1465,bostonHousing,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.05
1466,bostonHousing,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.01
1467,bostonHousing,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.005
1468,bostonHousing,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.001
1469,bostonHousing,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.2
1470,bostonHousing,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.1
1471,bostonHousing,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.05
1472,bostonHousing,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.01
1473,kin8nm,dropoutFCN,32,0.1,0.002,0.01,0.01,0.001
1474,wine-quality-red,fixnoiseFCN,32,0.0001,0.0001,0.005,0.01,0.01
1475,bostonHousing,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.005
1476,bostonHousing,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.001
1477,energy,fixnoiseFCN,32,0.01,0.002,0.01,0.01,0.01
1478,bostonHousing,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.2
1479,bostonHousing,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.1
1480,bostonHousing,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.05
1481,bostonHousing,noisyFCN,32,1e-09,0.0001,0.01,0.005,0.01
1482,bostonHousing,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.01
1483,wine-quality-red,fixnoiseFCN,32,0.0001,0.0001,0.01,0.01,0.01
1484,power-plant,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.01
1485,energy,fixnoiseFCN,32,0.01,0.002,0.05,0.01,0.01
1486,bostonHousing,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.005
1487,bostonHousing,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.001
1488,power-plant,noisyFCN,32,0.1,0.002,0.01,0.001,0.01
1489,bostonHousing,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.2
1490,bostonHousing,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.1
1491,wine-quality-red,fixnoiseFCN,32,0.0001,0.0001,0.05,0.01,0.01
1492,bostonHousing,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.05
1493,energy,fixnoiseFCN,32,0.01,0.002,0.1,0.01,0.01
1494,bostonHousing,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.01
1495,bostonHousing,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.005
1496,bostonHousing,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.001
1497,bostonHousing,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.2
1498,kin8nm,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.2
1499,bostonHousing,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.1
1500,bostonHousing,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.05
1501,bostonHousing,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.01
1502,bostonHousing,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.005
1503,bostonHousing,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.001
1504,bostonHousing,noisyFCN,32,1e-09,0.0001,0.01,0.01,0.01
1505,bostonHousing,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.2
1506,wine-quality-red,fixnoiseFCN,32,0.0001,0.0001,0.1,0.01,0.01
1507,bostonHousing,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.1
1508,bostonHousing,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.05
1509,bostonHousing,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.01
1510,bostonHousing,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.005
1511,bostonHousing,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.001
1512,wine-quality-red,fixnoiseFCN,32,0.0001,0.0005,0.001,0.01,0.01
1513,power-plant,noisyFCN,32,0.1,0.002,0.01,0.005,0.01
1514,wine-quality-red,fixnoiseFCN,32,0.0001,0.0005,0.005,0.01,0.01
1515,power-plant,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.005
1516,wine-quality-red,fixnoiseFCN,32,0.0001,0.0005,0.01,0.01,0.01
1517,kin8nm,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.1
1518,wine-quality-red,fixnoiseFCN,32,0.0001,0.0005,0.05,0.01,0.01
1519,bostonHousing,noisyFCN,32,1e-09,0.0001,0.01,0.05,0.01
1520,wine-quality-red,fixnoiseFCN,32,0.0001,0.0005,0.1,0.01,0.01
1521,wine-quality-red,fixnoiseFCN,32,0.0001,0.001,0.001,0.01,0.01
1522,power-plant,fixnoiseFCN,32,0.01,0.0005,0.001,0.01,0.01
1523,wine-quality-red,fixnoiseFCN,32,0.0001,0.001,0.005,0.01,0.01
1524,kin8nm,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.05
1525,wine-quality-red,fixnoiseFCN,32,0.0001,0.001,0.01,0.01,0.01
1526,wine-quality-red,fixnoiseFCN,32,0.0001,0.001,0.05,0.01,0.01
1527,bostonHousing,noisyFCN,32,1e-09,0.0001,0.01,0.1,0.01
1528,power-plant,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.001
1529,wine-quality-red,fixnoiseFCN,32,0.0001,0.001,0.1,0.01,0.01
1530,bostonHousing,noisyFCN,32,1e-09,0.0005,0.01,0.001,0.01
1531,wine-quality-red,fixnoiseFCN,32,0.0001,0.002,0.001,0.01,0.01
1532,energy,fixnoiseFCN,32,0.001,0.0001,0.001,0.01,0.01
1533,wine-quality-red,fixnoiseFCN,32,0.0001,0.002,0.005,0.01,0.01
1534,bostonHousing,noisyFCN,32,1e-09,0.0005,0.01,0.005,0.01
1535,wine-quality-red,fixnoiseFCN,32,0.0001,0.002,0.01,0.01,0.01
1536,power-plant,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.2
1537,kin8nm,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.01
1538,wine-quality-red,fixnoiseFCN,32,0.0001,0.002,0.05,0.01,0.01
1539,bostonHousing,noisyFCN,32,1e-09,0.0005,0.01,0.01,0.01
1540,wine-quality-red,fixnoiseFCN,32,0.0001,0.002,0.1,0.01,0.01
1541,bostonHousing,noisyFCN,32,1e-09,0.0005,0.01,0.05,0.01
1542,wine-quality-red,fixnoiseFCN,32,1e-05,0.0001,0.001,0.01,0.01
1543,power-plant,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.1
1544,bostonHousing,noisyFCN,32,1e-09,0.0005,0.01,0.1,0.01
1545,bostonHousing,noisyFCN,32,1e-09,0.001,0.01,0.001,0.01
1547,wine-quality-red,fixnoiseFCN,32,1e-05,0.0001,0.005,0.01,0.01
1548,power-plant,noisyFCN,32,0.1,0.002,0.01,0.01,0.01
1549,power-plant,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.05
1550,energy,fixnoiseFCN,32,0.001,0.0001,0.005,0.01,0.01
1551,bostonHousing,noisyFCN,32,1e-09,0.001,0.01,0.005,0.01
1552,concrete,fixnoiseFCN,32,0.1,0.0001,0.001,0.01,0.01
1553,bostonHousing,noisyFCN,32,1e-09,0.001,0.01,0.01,0.01
1554,wine-quality-red,fixnoiseFCN,32,1e-05,0.0001,0.01,0.01,0.01
1555,bostonHousing,noisyFCN,32,1e-09,0.001,0.01,0.05,0.01
1556,bostonHousing,noisyFCN,32,1e-09,0.001,0.01,0.1,0.01
1557,bostonHousing,noisyFCN,32,1e-09,0.002,0.01,0.001,0.01
1558,wine-quality-red,fixnoiseFCN,32,1e-05,0.0001,0.05,0.01,0.01
1559,bostonHousing,noisyFCN,32,1e-09,0.002,0.01,0.005,0.01
1560,kin8nm,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.005
1561,bostonHousing,noisyFCN,32,1e-09,0.002,0.01,0.01,0.01
1562,wine-quality-red,fixnoiseFCN,32,1e-05,0.0001,0.1,0.01,0.01
1563,power-plant,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.01
1565,bostonHousing,noisyFCN,32,1e-09,0.002,0.01,0.05,0.01
1566,wine-quality-red,fixnoiseFCN,32,1e-05,0.0005,0.001,0.01,0.01
1567,bostonHousing,noisyFCN,32,1e-09,0.002,0.01,0.1,0.01
1568,wine-quality-red,fixnoiseFCN,32,1e-05,0.0005,0.005,0.01,0.01
1569,wine-quality-red,fixnoiseFCN,32,1e-05,0.0005,0.01,0.01,0.01
1570,energy,fixnoiseFCN,32,0.001,0.0001,0.01,0.01,0.01
1571,wine-quality-red,fixnoiseFCN,32,1e-05,0.0005,0.05,0.01,0.01
1572,power-plant,noisyFCN,32,0.1,0.002,0.01,0.05,0.01
1573,wine-quality-red,fixnoiseFCN,32,1e-05,0.0005,0.1,0.01,0.01
1574,power-plant,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.005
1575,wine-quality-red,fixnoiseFCN,32,1e-05,0.001,0.001,0.01,0.01
1576,wine-quality-red,fixnoiseFCN,32,1e-05,0.001,0.005,0.01,0.01
1577,wine-quality-red,fixnoiseFCN,32,1e-05,0.001,0.01,0.01,0.01
1578,concrete,FCN,32,0.1,0.0001,0.01,0.01,0.01
1579,wine-quality-red,fixnoiseFCN,32,1e-05,0.001,0.05,0.01,0.01
1580,wine-quality-red,fixnoiseFCN,32,1e-05,0.001,0.1,0.01,0.01
1581,energy,fixnoiseFCN,32,0.001,0.0001,0.05,0.01,0.01
1582,wine-quality-red,fixnoiseFCN,32,1e-05,0.002,0.001,0.01,0.01
1583,kin8nm,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.001
1584,concrete,FCN,32,0.1,0.0005,0.01,0.01,0.01
1585,power-plant,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.001
1586,wine-quality-red,fixnoiseFCN,32,1e-05,0.002,0.005,0.01,0.01
1587,concrete,FCN,32,0.1,0.001,0.01,0.01,0.01
1588,wine-quality-red,fixnoiseFCN,32,1e-05,0.002,0.01,0.01,0.01
1589,kin8nm,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.2
1590,wine-quality-red,fixnoiseFCN,32,1e-05,0.002,0.05,0.01,0.01
1591,concrete,FCN,32,0.1,0.002,0.01,0.01,0.01
1592,wine-quality-red,fixnoiseFCN,32,1e-05,0.002,0.1,0.01,0.01
1593,power-plant,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.2
1594,power-plant,noisyFCN,32,0.1,0.002,0.01,0.1,0.01
1595,kin8nm,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.1
1596,energy,fixnoiseFCN,32,0.001,0.0001,0.1,0.01,0.01
1597,wine-quality-red,fixnoiseFCN,32,1e-09,0.0001,0.001,0.01,0.01
1598,concrete,fixnoiseFCN,32,0.1,0.0001,0.005,0.01,0.01
1599,wine-quality-red,fixnoiseFCN,32,1e-09,0.0001,0.005,0.01,0.01
1600,power-plant,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.1
1601,kin8nm,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.05
1602,wine-quality-red,fixnoiseFCN,32,1e-09,0.0001,0.01,0.01,0.01
1603,concrete,FCN,32,0.01,0.0001,0.01,0.01,0.01
1604,energy,fixnoiseFCN,32,0.001,0.0005,0.001,0.01,0.01
1605,power-plant,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.05
1606,power-plant,fixnoiseFCN,32,0.01,0.0005,0.005,0.01,0.01
1607,wine-quality-red,fixnoiseFCN,32,1e-09,0.0001,0.05,0.01,0.01
1608,kin8nm,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.01
1609,wine-quality-red,fixnoiseFCN,32,1e-09,0.0001,0.1,0.01,0.01
1610,concrete,FCN,32,0.01,0.0005,0.01,0.01,0.01
1611,kin8nm,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.005
1612,energy,fixnoiseFCN,32,0.001,0.0005,0.005,0.01,0.01
1613,wine-quality-red,fixnoiseFCN,32,1e-09,0.0005,0.001,0.01,0.01
1614,concrete,FCN,32,0.01,0.001,0.01,0.01,0.01
1615,wine-quality-red,fixnoiseFCN,32,1e-09,0.0005,0.005,0.01,0.01
1616,power-plant,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.01
1617,concrete,FCN,32,0.01,0.002,0.01,0.01,0.01
1618,wine-quality-red,fixnoiseFCN,32,1e-09,0.0005,0.01,0.01,0.01
1619,energy,fixnoiseFCN,32,0.001,0.0005,0.01,0.01,0.01
1620,wine-quality-red,fixnoiseFCN,32,1e-09,0.0005,0.05,0.01,0.01
1621,kin8nm,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.001
1622,wine-quality-red,fixnoiseFCN,32,1e-09,0.0005,0.1,0.01,0.01
1623,wine-quality-red,fixnoiseFCN,32,1e-09,0.001,0.001,0.01,0.01
1624,energy,fixnoiseFCN,32,0.001,0.0005,0.05,0.01,0.01
1625,concrete,FCN,32,0.001,0.0001,0.01,0.01,0.01
1626,wine-quality-red,fixnoiseFCN,32,1e-09,0.001,0.005,0.01,0.01
1627,kin8nm,dropoutFCN,32,0.01,0.001,0.01,0.01,0.2
1628,power-plant,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.005
1629,concrete,FCN,32,0.001,0.0005,0.01,0.01,0.01
1630,wine-quality-red,fixnoiseFCN,32,1e-09,0.001,0.01,0.01,0.01
1632,energy,fixnoiseFCN,32,0.001,0.0005,0.1,0.01,0.01
1633,concrete,FCN,32,0.001,0.001,0.01,0.01,0.01
1634,kin8nm,dropoutFCN,32,0.01,0.001,0.01,0.01,0.1
1635,wine-quality-red,fixnoiseFCN,32,1e-09,0.001,0.05,0.01,0.01
1636,concrete,FCN,32,0.001,0.002,0.01,0.01,0.01
1637,wine-quality-red,fixnoiseFCN,32,1e-09,0.001,0.1,0.01,0.01
1638,energy,fixnoiseFCN,32,0.001,0.001,0.001,0.01,0.01
1639,wine-quality-red,fixnoiseFCN,32,1e-09,0.002,0.001,0.01,0.01
1640,kin8nm,dropoutFCN,32,0.01,0.001,0.01,0.01,0.05
1641,energy,fixnoiseFCN,32,0.001,0.001,0.005,0.01,0.01
1642,wine-quality-red,fixnoiseFCN,32,1e-09,0.002,0.005,0.01,0.01
1643,concrete,FCN,32,0.0001,0.0001,0.01,0.01,0.01
1644,wine-quality-red,fixnoiseFCN,32,1e-09,0.002,0.01,0.01,0.01
1645,kin8nm,dropoutFCN,32,0.01,0.001,0.01,0.01,0.01
1646,concrete,FCN,32,0.0001,0.0005,0.01,0.01,0.01
1647,concrete,FCN,32,0.0001,0.001,0.01,0.01,0.01
1648,power-plant,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.001
1649,wine-quality-red,fixnoiseFCN,32,1e-09,0.002,0.05,0.01,0.01
1650,energy,fixnoiseFCN,32,0.001,0.001,0.01,0.01,0.01
1651,concrete,FCN,32,0.0001,0.002,0.01,0.01,0.01
1653,wine-quality-red,fixnoiseFCN,32,1e-09,0.002,0.1,0.01,0.01
1654,power-plant,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.2
1655,energy,fixnoiseFCN,32,0.001,0.001,0.05,0.01,0.01
1656,concrete,FCN,32,1e-05,0.0001,0.01,0.01,0.01
1657,kin8nm,dropoutFCN,32,0.01,0.001,0.01,0.01,0.005
1658,concrete,fixnoiseFCN,32,0.1,0.0001,0.01,0.01,0.01
1659,power-plant,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.1
1660,concrete,FCN,32,1e-05,0.0005,0.01,0.01,0.01
1661,energy,fixnoiseFCN,32,0.001,0.001,0.1,0.01,0.01
1662,concrete,FCN,32,1e-05,0.001,0.01,0.01,0.01
1663,concrete,FCN,32,1e-05,0.002,0.01,0.01,0.01
1664,energy,fixnoiseFCN,32,0.001,0.002,0.001,0.01,0.01
1665,power-plant,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.05
1666,yacht,fixnoiseFCN,32,0.1,0.0001,0.001,0.01,0.01
1667,concrete,FCN,32,1e-09,0.0001,0.01,0.01,0.01
1668,energy,fixnoiseFCN,32,0.001,0.002,0.005,0.01,0.01
1669,kin8nm,dropoutFCN,32,0.01,0.001,0.01,0.01,0.001
1670,energy,fixnoiseFCN,32,0.001,0.002,0.01,0.01,0.01
1671,concrete,FCN,32,1e-09,0.0005,0.01,0.01,0.01
1672,concrete,FCN,32,1e-09,0.001,0.01,0.01,0.01
1673,concrete,FCN,32,1e-09,0.002,0.01,0.01,0.01
1674,energy,fixnoiseFCN,32,0.001,0.002,0.05,0.01,0.01
1675,kin8nm,dropoutFCN,32,0.01,0.002,0.01,0.01,0.2
1676,power-plant,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.01
1677,energy,fixnoiseFCN,32,0.001,0.002,0.1,0.01,0.01
1678,kin8nm,dropoutFCN,32,0.01,0.002,0.01,0.01,0.1
1679,yacht,fixnoiseFCN,32,0.1,0.0001,0.005,0.01,0.01
1680,kin8nm,dropoutFCN,32,0.01,0.002,0.01,0.01,0.05
1681,power-plant,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.005
1682,power-plant,fixnoiseFCN,32,0.01,0.0005,0.01,0.01,0.01
1683,kin8nm,dropoutFCN,32,0.01,0.002,0.01,0.01,0.01
1684,kin8nm,dropoutFCN,32,0.01,0.002,0.01,0.01,0.005
1685,power-plant,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.001
1686,concrete,fixnoiseFCN,32,0.1,0.0001,0.05,0.01,0.01
1687,yacht,fixnoiseFCN,32,0.1,0.0001,0.01,0.01,0.01
1688,energy,fixnoiseFCN,32,0.0001,0.0001,0.001,0.01,0.01
1689,power-plant,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.2
1690,kin8nm,dropoutFCN,32,0.01,0.002,0.01,0.01,0.001
1691,yacht,fixnoiseFCN,32,0.1,0.0001,0.05,0.01,0.01
1693,energy,fixnoiseFCN,32,0.0001,0.0001,0.005,0.01,0.01
1694,kin8nm,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.2
1695,power-plant,fixnoiseFCN,32,0.01,0.0005,0.05,0.01,0.01
1696,concrete,fixnoiseFCN,32,0.1,0.0001,0.1,0.01,0.01
1697,concrete,noisyFCN,32,0.1,0.0001,0.01,0.001,0.01
1698,power-plant,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.1
1699,yacht,fixnoiseFCN,32,0.1,0.0001,0.1,0.01,0.01
1700,yacht,fixnoiseFCN,32,0.1,0.0005,0.001,0.01,0.01
1701,energy,fixnoiseFCN,32,0.0001,0.0001,0.01,0.01,0.01
1702,yacht,fixnoiseFCN,32,0.1,0.0005,0.005,0.01,0.01
1703,yacht,fixnoiseFCN,32,0.1,0.0005,0.01,0.01,0.01
1704,kin8nm,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.1
1705,yacht,fixnoiseFCN,32,0.1,0.0005,0.05,0.01,0.01
1706,concrete,fixnoiseFCN,32,0.1,0.0005,0.001,0.01,0.01
1707,energy,fixnoiseFCN,32,0.0001,0.0001,0.05,0.01,0.01
1708,power-plant,noisyFCN,32,0.01,0.0001,0.01,0.001,0.01
1709,yacht,fixnoiseFCN,32,0.1,0.0005,0.1,0.01,0.01
1710,power-plant,fixnoiseFCN,32,0.01,0.0005,0.1,0.01,0.01
1711,yacht,fixnoiseFCN,32,0.1,0.001,0.001,0.01,0.01
1712,yacht,fixnoiseFCN,32,0.1,0.001,0.005,0.01,0.01
1713,yacht,fixnoiseFCN,32,0.1,0.001,0.01,0.01,0.01
1714,power-plant,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.05
1715,yacht,fixnoiseFCN,32,0.1,0.001,0.05,0.01,0.01
1716,yacht,fixnoiseFCN,32,0.1,0.001,0.1,0.01,0.01
1717,kin8nm,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.05
1718,energy,fixnoiseFCN,32,0.0001,0.0001,0.1,0.01,0.01
1719,yacht,fixnoiseFCN,32,0.1,0.002,0.001,0.01,0.01
1720,yacht,fixnoiseFCN,32,0.1,0.002,0.005,0.01,0.01
1721,yacht,fixnoiseFCN,32,0.1,0.002,0.01,0.01,0.01
1722,yacht,fixnoiseFCN,32,0.1,0.002,0.05,0.01,0.01
1723,yacht,fixnoiseFCN,32,0.1,0.002,0.1,0.01,0.01
1724,concrete,fixnoiseFCN,32,0.1,0.0005,0.005,0.01,0.01
1725,energy,fixnoiseFCN,32,0.0001,0.0005,0.001,0.01,0.01
1726,energy,fixnoiseFCN,32,0.0001,0.0005,0.005,0.01,0.01
1727,kin8nm,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.01
1728,power-plant,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.01
1729,concrete,noisyFCN,32,0.1,0.0001,0.01,0.005,0.01
1730,energy,fixnoiseFCN,32,0.0001,0.0005,0.01,0.01,0.01
1731,concrete,fixnoiseFCN,32,0.1,0.0005,0.01,0.01,0.01
1732,energy,fixnoiseFCN,32,0.0001,0.0005,0.05,0.01,0.01
1733,kin8nm,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.005
1734,energy,fixnoiseFCN,32,0.0001,0.0005,0.1,0.01,0.01
1735,concrete,fixnoiseFCN,32,0.1,0.0005,0.05,0.01,0.01
1736,yacht,fixnoiseFCN,32,0.01,0.0001,0.001,0.01,0.01
1737,energy,fixnoiseFCN,32,0.0001,0.001,0.001,0.01,0.01
1738,power-plant,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.005
1739,energy,fixnoiseFCN,32,0.0001,0.001,0.005,0.01,0.01
1740,concrete,fixnoiseFCN,32,0.1,0.0005,0.1,0.01,0.01
1741,energy,fixnoiseFCN,32,0.0001,0.001,0.01,0.01,0.01
1742,kin8nm,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.001
1743,energy,fixnoiseFCN,32,0.0001,0.001,0.05,0.01,0.01
1744,kin8nm,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.2
1745,energy,fixnoiseFCN,32,0.0001,0.001,0.1,0.01,0.01
1747,energy,fixnoiseFCN,32,0.0001,0.002,0.001,0.01,0.01
1748,concrete,fixnoiseFCN,32,0.1,0.001,0.001,0.01,0.01
1749,power-plant,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.001
1750,kin8nm,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.1
1751,yacht,fixnoiseFCN,32,0.01,0.0001,0.005,0.01,0.01
1752,energy,fixnoiseFCN,32,0.0001,0.002,0.005,0.01,0.01
1753,kin8nm,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.05
1754,energy,fixnoiseFCN,32,0.0001,0.002,0.01,0.01,0.01
1755,power-plant,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.2
1756,concrete,noisyFCN,32,0.1,0.0001,0.01,0.01,0.01
1757,kin8nm,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.01
1758,energy,fixnoiseFCN,32,0.0001,0.002,0.05,0.01,0.01
1759,energy,fixnoiseFCN,32,0.0001,0.002,0.1,0.01,0.01
1760,kin8nm,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.005
1761,power-plant,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.1
1762,concrete,fixnoiseFCN,32,0.1,0.001,0.005,0.01,0.01
1763,power-plant,noisyFCN,32,0.01,0.0001,0.01,0.005,0.01
1764,kin8nm,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.001
1765,power-plant,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.05
1766,kin8nm,dropoutFCN,32,0.001,0.001,0.01,0.01,0.2
1767,yacht,fixnoiseFCN,32,0.01,0.0001,0.01,0.01,0.01
1768,kin8nm,dropoutFCN,32,0.001,0.001,0.01,0.01,0.1
1769,kin8nm,dropoutFCN,32,0.001,0.001,0.01,0.01,0.05
1770,power-plant,fixnoiseFCN,32,0.01,0.001,0.001,0.01,0.01
1771,power-plant,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.01
1772,energy,fixnoiseFCN,32,1e-05,0.0001,0.001,0.01,0.01
1773,yacht,fixnoiseFCN,32,0.01,0.0001,0.05,0.01,0.01
1774,kin8nm,dropoutFCN,32,0.001,0.001,0.01,0.01,0.01
1775,concrete,fixnoiseFCN,32,0.1,0.001,0.01,0.01,0.01
1776,power-plant,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.005
1777,kin8nm,dropoutFCN,32,0.001,0.001,0.01,0.01,0.005
1778,yacht,fixnoiseFCN,32,0.01,0.0001,0.1,0.01,0.01
1779,kin8nm,dropoutFCN,32,0.001,0.001,0.01,0.01,0.001
1780,power-plant,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.001
1781,energy,fixnoiseFCN,32,1e-05,0.0001,0.005,0.01,0.01
1782,concrete,fixnoiseFCN,32,0.1,0.001,0.05,0.01,0.01
1783,yacht,fixnoiseFCN,32,0.01,0.0005,0.001,0.01,0.01
1784,power-plant,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.2
1785,kin8nm,dropoutFCN,32,0.001,0.002,0.01,0.01,0.2
1786,kin8nm,dropoutFCN,32,0.001,0.002,0.01,0.01,0.1
1787,power-plant,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.1
1788,kin8nm,dropoutFCN,32,0.001,0.002,0.01,0.01,0.05
1789,concrete,fixnoiseFCN,32,0.1,0.001,0.1,0.01,0.01
1790,kin8nm,dropoutFCN,32,0.001,0.002,0.01,0.01,0.01
1791,yacht,fixnoiseFCN,32,0.01,0.0005,0.005,0.01,0.01
1792,power-plant,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.05
1793,kin8nm,dropoutFCN,32,0.001,0.002,0.01,0.01,0.005
1794,yacht,fixnoiseFCN,32,0.01,0.0005,0.01,0.01,0.01
1795,concrete,fixnoiseFCN,32,0.1,0.002,0.001,0.01,0.01
1796,kin8nm,dropoutFCN,32,0.001,0.002,0.01,0.01,0.001
